utc_timestamp,AT_load_actual_entsoe_transparency,temperature_2m (°C),rain (mm),relative_humidity_2m (%),sunshine_duration (s)
2016-01-02 03:00:00+00:00,5462.0,-5.4,0.00,92,0.00
2016-01-02 04:00:00+00:00,5784.0,-4.8,0.00,92,0.00
2016-01-02 05:00:00+00:00,6091.0,-4.0,0.00,91,0.00
2016-01-02 06:00:00+00:00,6714.0,-3.6,0.00,91,0.00
2016-01-02 07:00:00+00:00,7182.0,-3.6,0.00,87,0.00
2016-01-02 08:00:00+00:00,7545.0,-3.1,0.00,85,0.00
2016-01-02 09:00:00+00:00,7732.0,-1.8,0.00,80,0.00
2016-01-02 10:00:00+00:00,7870.0,-0.7,0.00,72,1446.02
2016-01-02 11:00:00+00:00,7691.0,0.7,0.00,63,3600.00
2016-01-02 12:00:00+00:00,7714.0,1.6,0.00,58,3600.00
2016-01-02 13:00:00+00:00,7557.0,2.0,0.00,56,3600.00
2016-01-02 14:00:00+00:00,7664.0,1.4,0.00,61,3433.82
2016-01-02 15:00:00+00:00,7862.0,0.3,0.00,67,0.00
2016-01-02 16:00:00+00:00,8056.0,-0.8,0.00,73,0.00
2016-01-02 17:00:00+00:00,7902.0,-1.5,0.00,77,0.00
2016-01-02 18:00:00+00:00,7470.0,-2.2,0.00,81,0.00
2016-01-02 19:00:00+00:00,7224.0,-2.4,0.00,81,0.00
2016-01-02 20:00:00+00:00,6854.0,-2.5,0.00,82,0.00
2016-01-02 21:00:00+00:00,6972.0,-2.6,0.00,84,0.00
2016-01-02 22:00:00+00:00,6636.0,-2.8,0.00,85,0.00
2016-01-02 23:00:00+00:00,6317.0,-2.6,0.00,86,0.00
2016-01-03 00:00:00+00:00,6021.0,-2.6,0.00,88,0.00
2016-01-03 01:00:00+00:00,5842.0,-2.5,0.00,91,0.00
2016-01-03 02:00:00+00:00,5675.0,-2.6,0.00,93,0.00
2016-01-03 03:00:00+00:00,5680.0,-2.6,0.00,95,0.00
2016-01-03 04:00:00+00:00,5822.0,-2.7,0.00,95,0.00
2016-01-03 05:00:00+00:00,5946.0,-2.7,0.00,96,0.00
2016-01-03 06:00:00+00:00,6495.0,-2.5,0.00,97,0.00
2016-01-03 07:00:00+00:00,6900.0,-2.7,0.00,97,0.00
2016-01-03 08:00:00+00:00,7266.0,-2.4,0.00,96,0.00
2016-01-03 09:00:00+00:00,7597.0,-1.4,0.00,92,0.00
2016-01-03 10:00:00+00:00,7771.0,-0.8,0.00,89,0.00
2016-01-03 11:00:00+00:00,7600.0,-0.6,0.00,87,0.00
2016-01-03 12:00:00+00:00,7440.0,-0.4,0.00,85,0.00
2016-01-03 13:00:00+00:00,7296.0,-0.5,0.00,85,1496.18
2016-01-03 14:00:00+00:00,7313.0,-0.8,0.00,88,2983.96
2016-01-03 15:00:00+00:00,7647.0,-1.0,0.00,88,520.58
2016-01-03 16:00:00+00:00,7942.0,-1.4,0.00,91,0.00
2016-01-03 17:00:00+00:00,8017.0,-3.1,0.00,94,0.00
2016-01-03 18:00:00+00:00,7717.0,-3.9,0.00,94,0.00
2016-01-03 19:00:00+00:00,7445.0,-5.0,0.00,93,0.00
2016-01-03 20:00:00+00:00,7153.0,-6.1,0.00,91,0.00
2016-01-03 21:00:00+00:00,7188.0,-7.8,0.00,90,0.00
2016-01-03 22:00:00+00:00,6895.0,-8.9,0.00,88,0.00
2016-01-03 23:00:00+00:00,6540.0,-9.1,0.00,86,0.00
2016-01-04 00:00:00+00:00,6218.0,-8.7,0.00,84,0.00
2016-01-04 01:00:00+00:00,6056.0,-8.0,0.00,83,0.00
2016-01-04 02:00:00+00:00,5890.0,-7.4,0.00,83,0.00
2016-01-04 03:00:00+00:00,6003.0,-6.9,0.00,83,0.00
2016-01-04 04:00:00+00:00,6562.0,-6.2,0.00,82,0.00
2016-01-04 05:00:00+00:00,7154.0,-6.3,0.00,83,0.00
2016-01-04 06:00:00+00:00,8129.0,-6.6,0.00,83,0.00
2016-01-04 07:00:00+00:00,8684.0,-6.2,0.00,85,0.00
2016-01-04 08:00:00+00:00,9037.0,-5.6,0.00,84,0.00
2016-01-04 09:00:00+00:00,9175.0,-4.1,0.00,82,0.00
2016-01-04 10:00:00+00:00,9280.0,-2.3,0.00,77,1422.83
2016-01-04 11:00:00+00:00,9226.0,-1.3,0.00,74,0.00
2016-01-04 12:00:00+00:00,9100.0,-0.9,0.00,75,693.96
2016-01-04 13:00:00+00:00,8999.0,-0.9,0.00,78,2465.63
2016-01-04 14:00:00+00:00,8952.0,-1.3,0.00,82,3066.91
2016-01-04 15:00:00+00:00,9227.0,-2.1,0.00,85,2491.60
2016-01-04 16:00:00+00:00,9609.0,-2.6,0.00,85,0.00
2016-01-04 17:00:00+00:00,9428.0,-2.2,0.00,86,0.00
2016-01-04 18:00:00+00:00,8881.0,-2.6,0.00,89,0.00
2016-01-04 19:00:00+00:00,8337.0,-3.2,0.00,86,0.00
2016-01-04 20:00:00+00:00,7801.0,-3.8,0.00,87,0.00
2016-01-04 21:00:00+00:00,7775.0,-4.0,0.00,86,0.00
2016-01-04 22:00:00+00:00,7366.0,-4.5,0.00,85,0.00
2016-01-04 23:00:00+00:00,7107.0,-5.1,0.00,84,0.00
2016-01-05 00:00:00+00:00,6785.0,-5.6,0.00,83,0.00
2016-01-05 01:00:00+00:00,6638.0,-5.8,0.00,81,0.00
2016-01-05 02:00:00+00:00,6465.0,-6.2,0.00,79,0.00
2016-01-05 03:00:00+00:00,6608.0,-6.5,0.00,77,0.00
2016-01-05 04:00:00+00:00,7050.0,-6.8,0.00,76,0.00
2016-01-05 05:00:00+00:00,7656.0,-7.0,0.00,75,0.00
2016-01-05 06:00:00+00:00,8506.0,-6.8,0.00,75,0.00
2016-01-05 07:00:00+00:00,8869.0,-11.1,0.00,93,0.00
2016-01-05 08:00:00+00:00,9087.0,-11.5,0.00,91,1986.34
2016-01-05 09:00:00+00:00,9136.0,-8.9,0.00,88,2573.93
2016-01-05 10:00:00+00:00,9206.0,-5.0,0.00,81,3600.00
2016-01-05 11:00:00+00:00,9106.0,-2.2,0.00,77,1468.28
2016-01-05 12:00:00+00:00,8950.0,-1.3,0.00,78,2983.13
2016-01-05 13:00:00+00:00,8807.0,-1.3,0.00,81,0.00
2016-01-05 14:00:00+00:00,8778.0,-1.8,0.00,87,412.68
2016-01-05 15:00:00+00:00,9088.0,-2.6,0.00,89,670.79
2016-01-05 16:00:00+00:00,9517.0,-3.3,0.00,90,0.00
2016-01-05 17:00:00+00:00,9424.0,-4.8,0.00,92,0.00
2016-01-05 18:00:00+00:00,8924.0,-5.0,0.00,92,0.00
2016-01-05 19:00:00+00:00,8342.0,-6.5,0.00,87,0.00
2016-01-05 20:00:00+00:00,7802.0,-6.8,0.00,83,0.00
2016-01-05 21:00:00+00:00,7730.0,-7.1,0.00,79,0.00
2016-01-05 22:00:00+00:00,7310.0,-7.6,0.00,77,0.00
2016-01-05 23:00:00+00:00,6993.0,-7.9,0.00,76,0.00
2016-01-06 00:00:00+00:00,6679.0,-8.0,0.00,74,0.00
2016-01-06 01:00:00+00:00,6497.0,-8.1,0.00,74,0.00
2016-01-06 02:00:00+00:00,6294.0,-7.9,0.00,73,0.00
2016-01-06 03:00:00+00:00,6253.0,-7.6,0.00,73,0.00
2016-01-06 04:00:00+00:00,6397.0,-7.3,0.00,73,0.00
2016-01-06 05:00:00+00:00,6445.0,-7.1,0.00,74,0.00
2016-01-06 06:00:00+00:00,6966.0,-7.0,0.00,74,0.00
2016-01-06 07:00:00+00:00,7350.0,-5.8,0.00,78,0.00
2016-01-06 08:00:00+00:00,7773.0,-5.2,0.00,80,0.00
2016-01-06 09:00:00+00:00,8032.0,-3.6,0.00,77,531.78
2016-01-06 10:00:00+00:00,8227.0,-2.2,0.00,78,3600.00
2016-01-06 11:00:00+00:00,7998.0,-1.3,0.00,78,3600.00
2016-01-06 12:00:00+00:00,7769.0,-1.2,0.00,79,3600.00
2016-01-06 13:00:00+00:00,7568.0,-1.2,0.00,77,3600.00
2016-01-06 14:00:00+00:00,7524.0,-2.2,0.00,81,3600.00
2016-01-06 15:00:00+00:00,7901.0,-1.8,0.00,77,3600.00
2016-01-06 16:00:00+00:00,8416.0,-2.3,0.00,80,78.69
2016-01-06 17:00:00+00:00,8487.0,-3.6,0.00,85,0.00
2016-01-06 18:00:00+00:00,8181.0,-4.5,0.00,87,0.00
2016-01-06 19:00:00+00:00,7809.0,-4.7,0.00,89,0.00
2016-01-06 20:00:00+00:00,7379.0,-5.1,0.00,87,0.00
2016-01-06 21:00:00+00:00,7421.0,-5.2,0.00,84,0.00
2016-01-06 22:00:00+00:00,6981.0,-5.5,0.00,84,0.00
2016-01-06 23:00:00+00:00,6699.0,-5.9,0.00,84,0.00
2016-01-07 00:00:00+00:00,6502.0,-5.6,0.00,83,0.00
2016-01-07 01:00:00+00:00,6302.0,-5.1,0.00,81,0.00
2016-01-07 02:00:00+00:00,6118.0,-4.8,0.00,80,0.00
2016-01-07 03:00:00+00:00,6244.0,-4.5,0.00,80,0.00
2016-01-07 04:00:00+00:00,6912.0,-4.5,0.00,81,0.00
2016-01-07 05:00:00+00:00,7964.0,-4.5,0.00,82,0.00
2016-01-07 06:00:00+00:00,8882.0,-4.6,0.00,83,0.00
2016-01-07 07:00:00+00:00,9200.0,-6.1,0.00,87,0.00
2016-01-07 08:00:00+00:00,9378.0,-5.3,0.00,84,2742.23
2016-01-07 09:00:00+00:00,9340.0,-3.3,0.00,78,3600.00
2016-01-07 10:00:00+00:00,9272.0,-2.9,0.00,80,3600.00
2016-01-07 11:00:00+00:00,9115.0,-1.1,0.00,71,3600.00
2016-01-07 12:00:00+00:00,9003.0,-0.2,0.00,65,3600.00
2016-01-07 13:00:00+00:00,8925.0,-0.2,0.00,64,3600.00
2016-01-07 14:00:00+00:00,8904.0,-1.2,0.00,71,3600.00
2016-01-07 15:00:00+00:00,9230.0,-2.3,0.00,72,0.00
2016-01-07 16:00:00+00:00,9536.0,-3.3,0.00,75,0.00
2016-01-07 17:00:00+00:00,9374.0,-3.7,0.00,79,0.00
2016-01-07 18:00:00+00:00,8763.0,-3.8,0.00,83,0.00
2016-01-07 19:00:00+00:00,8207.0,-3.9,0.00,89,0.00
2016-01-07 20:00:00+00:00,7670.0,-4.1,0.00,91,0.00
2016-01-07 21:00:00+00:00,7526.0,-4.4,0.00,91,0.00
2016-01-07 22:00:00+00:00,7061.0,-4.6,0.00,91,0.00
2016-01-07 23:00:00+00:00,6825.0,-4.4,0.00,92,0.00
2016-01-08 00:00:00+00:00,6534.0,-4.3,0.00,93,0.00
2016-01-08 01:00:00+00:00,6312.0,-4.0,0.00,94,0.00
2016-01-08 02:00:00+00:00,6162.0,-3.4,0.00,93,0.00
2016-01-08 03:00:00+00:00,6259.0,-3.0,0.00,93,0.00
2016-01-08 04:00:00+00:00,6869.0,-3.1,0.00,94,0.00
2016-01-08 05:00:00+00:00,7834.0,-3.1,0.00,94,0.00
2016-01-08 06:00:00+00:00,8678.0,-3.0,0.00,94,0.00
2016-01-08 07:00:00+00:00,8975.0,-3.0,0.00,94,0.00
2016-01-08 08:00:00+00:00,9067.0,-3.3,0.00,94,1057.31
2016-01-08 09:00:00+00:00,9220.0,-1.2,0.00,87,3600.00
2016-01-08 10:00:00+00:00,9195.0,0.6,0.00,76,3600.00
2016-01-08 11:00:00+00:00,8923.0,1.5,0.00,66,3600.00
2016-01-08 12:00:00+00:00,8683.0,2.0,0.00,62,3600.00
2016-01-08 13:00:00+00:00,8622.0,1.8,0.00,64,3600.00
2016-01-08 14:00:00+00:00,8574.0,0.9,0.00,74,3600.00
2016-01-08 15:00:00+00:00,8916.0,-1.0,0.00,80,3057.78
2016-01-08 16:00:00+00:00,9282.0,-2.4,0.00,84,0.00
2016-01-08 17:00:00+00:00,9120.0,-2.5,0.00,85,0.00
2016-01-08 18:00:00+00:00,8550.0,-2.8,0.00,87,0.00
2016-01-08 19:00:00+00:00,7963.0,-3.8,0.00,89,0.00
2016-01-08 20:00:00+00:00,7357.0,-4.8,0.00,90,0.00
2016-01-08 21:00:00+00:00,7238.0,-4.9,0.00,90,0.00
2016-01-08 22:00:00+00:00,6781.0,-5.0,0.00,90,0.00
2016-01-08 23:00:00+00:00,6498.0,-5.6,0.00,90,0.00
2016-01-09 00:00:00+00:00,6189.0,-5.8,0.00,90,0.00
2016-01-09 01:00:00+00:00,6044.0,-5.7,0.00,90,0.00
2016-01-09 02:00:00+00:00,5838.0,-5.3,0.00,91,0.00
2016-01-09 03:00:00+00:00,5862.0,-5.2,0.00,91,0.00
2016-01-09 04:00:00+00:00,6127.0,-5.7,0.00,90,0.00
2016-01-09 05:00:00+00:00,6436.0,-6.4,0.00,90,0.00
2016-01-09 06:00:00+00:00,7151.0,-7.0,0.00,90,0.00
2016-01-09 07:00:00+00:00,7513.0,-6.8,0.00,90,0.00
2016-01-09 08:00:00+00:00,7830.0,-6.4,0.00,88,3437.90
2016-01-09 09:00:00+00:00,7964.0,-2.8,0.00,81,3600.00
2016-01-09 10:00:00+00:00,8084.0,0.3,0.00,74,3600.00
2016-01-09 11:00:00+00:00,7948.0,0.5,0.00,81,1664.34
2016-01-09 12:00:00+00:00,7904.0,1.8,0.00,79,3123.85
2016-01-09 13:00:00+00:00,7820.0,1.8,0.00,81,3449.17
2016-01-09 14:00:00+00:00,7829.0,1.8,0.00,82,0.00
2016-01-09 15:00:00+00:00,8043.0,1.2,0.00,86,0.00
2016-01-09 16:00:00+00:00,8301.0,0.4,0.10,90,0.00
2016-01-09 17:00:00+00:00,8145.0,-0.2,0.10,93,0.00
2016-01-09 18:00:00+00:00,7661.0,-0.5,0.00,94,0.00
2016-01-09 19:00:00+00:00,7241.0,-0.3,0.00,97,0.00
2016-01-09 20:00:00+00:00,6919.0,-0.4,0.00,97,0.00
2016-01-09 21:00:00+00:00,6915.0,-0.5,0.10,97,0.00
2016-01-09 22:00:00+00:00,6490.0,-0.6,0.10,97,0.00
2016-01-09 23:00:00+00:00,6172.0,-0.5,0.10,97,0.00
2016-01-10 00:00:00+00:00,5782.0,-0.5,0.10,98,0.00
2016-01-10 01:00:00+00:00,5654.0,-0.4,0.10,98,0.00
2016-01-10 02:00:00+00:00,5489.0,-0.4,0.10,97,0.00
2016-01-10 03:00:00+00:00,5452.0,-0.8,0.10,96,0.00
2016-01-10 04:00:00+00:00,5588.0,-1.6,0.00,94,0.00
2016-01-10 05:00:00+00:00,5684.0,-2.2,0.00,94,0.00
2016-01-10 06:00:00+00:00,6237.0,-3.6,0.00,94,0.00
2016-01-10 07:00:00+00:00,6663.0,-4.7,0.00,96,0.00
2016-01-10 08:00:00+00:00,7087.0,-5.3,0.00,96,3600.00
2016-01-10 09:00:00+00:00,7361.0,-1.0,0.00,88,3600.00
2016-01-10 10:00:00+00:00,7577.0,0.1,0.00,85,3600.00
2016-01-10 11:00:00+00:00,7395.0,1.6,0.00,83,3600.00
2016-01-10 12:00:00+00:00,7190.0,2.4,0.00,80,3600.00
2016-01-10 13:00:00+00:00,7069.0,2.5,0.00,85,2742.48
2016-01-10 14:00:00+00:00,7096.0,1.9,0.00,88,413.29
2016-01-10 15:00:00+00:00,7348.0,1.3,0.00,90,0.00
2016-01-10 16:00:00+00:00,7661.0,-0.5,0.00,93,0.00
2016-01-10 17:00:00+00:00,7652.0,-0.1,0.00,92,0.00
2016-01-10 18:00:00+00:00,7380.0,-1.0,0.00,92,0.00
2016-01-10 19:00:00+00:00,7071.0,-1.3,0.00,92,0.00
2016-01-10 20:00:00+00:00,6786.0,-1.5,0.00,92,0.00
2016-01-10 21:00:00+00:00,6861.0,-1.9,0.00,91,0.00
2016-01-10 22:00:00+00:00,6524.0,-3.1,0.00,92,0.00
2016-01-10 23:00:00+00:00,6169.0,-4.2,0.00,92,0.00
2016-01-11 00:00:00+00:00,5937.0,-4.6,0.00,92,0.00
2016-01-11 01:00:00+00:00,5840.0,-5.0,0.00,92,0.00
2016-01-11 02:00:00+00:00,5701.0,-5.0,0.00,91,0.00
2016-01-11 03:00:00+00:00,5907.0,-4.8,0.00,90,0.00
2016-01-11 04:00:00+00:00,6661.0,-4.7,0.00,91,0.00
2016-01-11 05:00:00+00:00,7918.0,-4.6,0.00,92,0.00
2016-01-11 06:00:00+00:00,8999.0,-5.0,0.00,92,0.00
2016-01-11 07:00:00+00:00,9363.0,-4.2,0.00,92,0.00
2016-01-11 08:00:00+00:00,9417.0,-4.0,0.00,94,545.81
2016-01-11 09:00:00+00:00,9533.0,-1.9,0.00,92,2111.11
2016-01-11 10:00:00+00:00,9623.0,0.7,0.20,90,0.00
2016-01-11 11:00:00+00:00,9554.0,2.4,0.70,86,305.13
2016-01-11 12:00:00+00:00,9579.0,3.0,0.30,85,3600.00
2016-01-11 13:00:00+00:00,9488.0,3.7,0.50,85,3600.00
2016-01-11 14:00:00+00:00,9522.0,2.0,0.40,95,3600.00
2016-01-11 15:00:00+00:00,9639.0,0.8,0.60,100,0.00
2016-01-11 16:00:00+00:00,9802.0,0.4,0.10,98,0.00
2016-01-11 17:00:00+00:00,9531.0,0.1,0.00,99,0.00
2016-01-11 18:00:00+00:00,8978.0,-0.2,0.00,99,0.00
2016-01-11 19:00:00+00:00,8368.0,-0.5,0.00,98,0.00
2016-01-11 20:00:00+00:00,7706.0,-1.0,0.00,97,0.00
2016-01-11 21:00:00+00:00,7490.0,-1.1,0.00,96,0.00
2016-01-11 22:00:00+00:00,7028.0,-0.9,0.00,94,0.00
2016-01-11 23:00:00+00:00,6680.0,-1.1,0.00,94,0.00
2016-01-12 00:00:00+00:00,6400.0,-1.4,0.00,95,0.00
2016-01-12 01:00:00+00:00,6252.0,-2.2,0.00,98,0.00
2016-01-12 02:00:00+00:00,6162.0,-2.7,0.00,98,0.00
2016-01-12 03:00:00+00:00,6308.0,-3.7,0.00,97,0.00
2016-01-12 04:00:00+00:00,6928.0,-5.7,0.00,98,0.00
2016-01-12 05:00:00+00:00,8118.0,-7.7,0.00,98,0.00
2016-01-12 06:00:00+00:00,9083.0,-8.9,0.00,96,0.00
2016-01-12 07:00:00+00:00,9338.0,-7.8,0.00,87,0.00
2016-01-12 08:00:00+00:00,9403.0,-7.6,0.00,86,2812.46
2016-01-12 09:00:00+00:00,9446.0,-3.8,0.00,77,0.00
2016-01-12 10:00:00+00:00,9456.0,-1.2,0.00,74,0.00
2016-01-12 11:00:00+00:00,9290.0,-1.2,0.00,77,0.00
2016-01-12 12:00:00+00:00,9249.0,-1.2,0.00,82,0.00
2016-01-12 13:00:00+00:00,9238.0,-0.9,0.00,83,1361.69
2016-01-12 14:00:00+00:00,9286.0,-1.0,0.00,84,1680.74
2016-01-12 15:00:00+00:00,9488.0,-2.0,0.00,88,3600.00
2016-01-12 16:00:00+00:00,9772.0,-3.2,0.00,90,0.00
2016-01-12 17:00:00+00:00,9567.0,-4.4,0.00,90,0.00
2016-01-12 18:00:00+00:00,9055.0,-4.5,0.00,89,0.00
2016-01-12 19:00:00+00:00,8530.0,-5.0,0.00,87,0.00
2016-01-12 20:00:00+00:00,7890.0,-5.9,0.00,87,0.00
2016-01-12 21:00:00+00:00,7680.0,-6.7,0.00,86,0.00
2016-01-12 22:00:00+00:00,7236.0,-7.9,0.00,86,0.00
2016-01-12 23:00:00+00:00,6905.0,-9.1,0.00,86,0.00
2016-01-13 00:00:00+00:00,6657.0,-9.9,0.00,85,0.00
2016-01-13 01:00:00+00:00,6475.0,-10.8,0.00,83,0.00
2016-01-13 02:00:00+00:00,6373.0,-10.9,0.00,82,0.00
2016-01-13 03:00:00+00:00,6541.0,-10.6,0.00,82,0.00
2016-01-13 04:00:00+00:00,7210.0,-8.7,0.00,80,0.00
2016-01-13 05:00:00+00:00,8366.0,-8.3,0.00,79,0.00
2016-01-13 06:00:00+00:00,9388.0,-8.8,0.00,80,0.00
2016-01-13 07:00:00+00:00,9600.0,-10.6,0.00,83,0.00
2016-01-13 08:00:00+00:00,9607.0,-10.0,0.00,82,3600.00
2016-01-13 09:00:00+00:00,9676.0,-5.7,0.00,71,3600.00
2016-01-13 10:00:00+00:00,9629.0,-2.0,0.00,60,3600.00
2016-01-13 11:00:00+00:00,9488.0,-2.8,0.00,60,3600.00
2016-01-13 12:00:00+00:00,9466.0,-2.5,0.00,67,717.51
2016-01-13 13:00:00+00:00,9454.0,-2.6,0.00,71,872.51
2016-01-13 14:00:00+00:00,9482.0,-2.9,0.00,75,2231.08
2016-01-13 15:00:00+00:00,9634.0,-3.7,0.00,80,2339.98
2016-01-13 16:00:00+00:00,9924.0,-4.7,0.00,83,223.50
2016-01-13 17:00:00+00:00,9783.0,-5.2,0.00,80,0.00
2016-01-13 18:00:00+00:00,9219.0,-5.6,0.00,80,0.00
2016-01-13 19:00:00+00:00,8701.0,-5.6,0.00,85,0.00
2016-01-13 20:00:00+00:00,8124.0,-5.8,0.00,86,0.00
2016-01-13 21:00:00+00:00,8010.0,-6.0,0.00,87,0.00
2016-01-13 22:00:00+00:00,7511.0,-5.5,0.00,87,0.00
2016-01-13 23:00:00+00:00,7224.0,-5.6,0.00,87,0.00
2016-01-14 00:00:00+00:00,6889.0,-7.0,0.00,91,0.00
2016-01-14 01:00:00+00:00,6685.0,-9.2,0.00,93,0.00
2016-01-14 02:00:00+00:00,6587.0,-10.8,0.00,93,0.00
2016-01-14 03:00:00+00:00,6725.0,-12.8,0.00,93,0.00
2016-01-14 04:00:00+00:00,7340.0,-14.4,0.00,91,0.00
2016-01-14 05:00:00+00:00,8442.0,-15.7,0.00,90,0.00
2016-01-14 06:00:00+00:00,9400.0,-17.0,0.00,90,0.00
2016-01-14 07:00:00+00:00,9590.0,-16.7,0.00,90,0.00
2016-01-14 08:00:00+00:00,9581.0,-16.7,0.00,89,3600.00
2016-01-14 09:00:00+00:00,9578.0,-13.6,0.00,85,3600.00
2016-01-14 10:00:00+00:00,9490.0,-9.2,0.00,75,3600.00
2016-01-14 11:00:00+00:00,9334.0,-6.3,0.00,72,3600.00
2016-01-14 12:00:00+00:00,9252.0,-4.7,0.00,70,3600.00
2016-01-14 13:00:00+00:00,9165.0,-3.6,0.00,69,3600.00
2016-01-14 14:00:00+00:00,9216.0,-3.8,0.00,74,3600.00
2016-01-14 15:00:00+00:00,9496.0,-4.9,0.00,78,3600.00
2016-01-14 16:00:00+00:00,9985.0,-6.0,0.00,79,593.46
2016-01-14 17:00:00+00:00,9877.0,-7.4,0.00,82,0.00
2016-01-14 18:00:00+00:00,9275.0,-8.2,0.00,84,0.00
2016-01-14 19:00:00+00:00,8722.0,-9.6,0.00,85,0.00
2016-01-14 20:00:00+00:00,8165.0,-9.9,0.00,86,0.00
2016-01-14 21:00:00+00:00,7990.0,-10.6,0.00,87,0.00
2016-01-14 22:00:00+00:00,7512.0,-11.3,0.00,87,0.00
2016-01-14 23:00:00+00:00,7171.0,-10.9,0.00,87,0.00
2016-01-15 00:00:00+00:00,6875.0,-9.3,0.00,86,0.00
2016-01-15 01:00:00+00:00,6683.0,-8.3,0.00,88,0.00
2016-01-15 02:00:00+00:00,6594.0,-8.1,0.00,89,0.00
2016-01-15 03:00:00+00:00,6804.0,-8.1,0.00,89,0.00
2016-01-15 04:00:00+00:00,7402.0,-8.1,0.00,90,0.00
2016-01-15 05:00:00+00:00,8470.0,-8.1,0.00,90,0.00
2016-01-15 06:00:00+00:00,9426.0,-8.2,0.00,91,0.00
2016-01-15 07:00:00+00:00,9726.0,-10.1,0.00,94,0.00
2016-01-15 08:00:00+00:00,9787.0,-10.6,0.00,93,3600.00
2016-01-15 09:00:00+00:00,9804.0,-7.5,0.00,80,3600.00
2016-01-15 10:00:00+00:00,9705.0,-4.5,0.00,69,3600.00
2016-01-15 11:00:00+00:00,9512.0,-5.1,0.00,62,3600.00
2016-01-15 12:00:00+00:00,9352.0,-4.4,0.00,56,3600.00
2016-01-15 13:00:00+00:00,9231.0,-4.3,0.00,60,3600.00
2016-01-15 14:00:00+00:00,9209.0,-4.8,0.00,67,3600.00
2016-01-15 15:00:00+00:00,9395.0,-5.8,0.00,75,2954.63
2016-01-15 16:00:00+00:00,9810.0,-7.1,0.00,79,0.00
2016-01-15 17:00:00+00:00,9670.0,-7.3,0.00,79,0.00
2016-01-15 18:00:00+00:00,9044.0,-7.5,0.00,80,0.00
2016-01-15 19:00:00+00:00,8440.0,-7.4,0.00,85,0.00
2016-01-15 20:00:00+00:00,7843.0,-7.8,0.00,85,0.00
2016-01-15 21:00:00+00:00,7776.0,-8.1,0.00,83,0.00
2016-01-15 22:00:00+00:00,7427.0,-8.2,0.00,82,0.00
2016-01-15 23:00:00+00:00,7107.0,-8.4,0.00,81,0.00
2016-01-16 00:00:00+00:00,6775.0,-8.7,0.00,81,0.00
2016-01-16 01:00:00+00:00,6582.0,-9.1,0.00,82,0.00
2016-01-16 02:00:00+00:00,6396.0,-9.2,0.00,83,0.00
2016-01-16 03:00:00+00:00,6352.0,-9.2,0.00,85,0.00
2016-01-16 04:00:00+00:00,6585.0,-9.7,0.00,87,0.00
2016-01-16 05:00:00+00:00,6878.0,-9.6,0.00,89,0.00
2016-01-16 06:00:00+00:00,7609.0,-9.7,0.00,91,0.00
2016-01-16 07:00:00+00:00,8037.0,-9.3,0.00,90,0.00
2016-01-16 08:00:00+00:00,8366.0,-9.2,0.00,92,1038.83
2016-01-16 09:00:00+00:00,8354.0,-8.5,0.00,90,1360.47
2016-01-16 10:00:00+00:00,8413.0,-7.3,0.00,88,3483.47
2016-01-16 11:00:00+00:00,8277.0,-6.5,0.00,86,3445.37
2016-01-16 12:00:00+00:00,8234.0,-6.3,0.00,83,3600.00
2016-01-16 13:00:00+00:00,8136.0,-6.3,0.00,83,3600.00
2016-01-16 14:00:00+00:00,8114.0,-6.8,0.00,85,3600.00
2016-01-16 15:00:00+00:00,8256.0,-7.7,0.00,88,3600.00
2016-01-16 16:00:00+00:00,8611.0,-8.5,0.00,89,1325.30
2016-01-16 17:00:00+00:00,8440.0,-9.3,0.00,92,0.00
2016-01-16 18:00:00+00:00,8032.0,-9.3,0.00,92,0.00
2016-01-16 19:00:00+00:00,7636.0,-9.2,0.00,94,0.00
2016-01-16 20:00:00+00:00,7232.0,-9.5,0.00,93,0.00
2016-01-16 21:00:00+00:00,7325.0,-9.5,0.00,93,0.00
2016-01-16 22:00:00+00:00,6946.0,-9.8,0.00,92,0.00
2016-01-16 23:00:00+00:00,6696.0,-10.1,0.00,90,0.00
2016-01-17 00:00:00+00:00,6392.0,-10.2,0.00,89,0.00
2016-01-17 01:00:00+00:00,6227.0,-10.4,0.00,88,0.00
2016-01-17 02:00:00+00:00,6027.0,-11.3,0.00,88,0.00
2016-01-17 03:00:00+00:00,5944.0,-11.9,0.00,86,0.00
2016-01-17 04:00:00+00:00,6072.0,-11.9,0.00,86,0.00
2016-01-17 05:00:00+00:00,6193.0,-12.2,0.00,87,0.00
2016-01-17 06:00:00+00:00,6728.0,-12.4,0.00,86,0.00
2016-01-17 07:00:00+00:00,7109.0,-11.9,0.00,88,0.00
2016-01-17 08:00:00+00:00,7493.0,-11.7,0.00,87,974.83
2016-01-17 09:00:00+00:00,7735.0,-11.0,0.00,84,2179.25
2016-01-17 10:00:00+00:00,7893.0,-9.6,0.00,77,3339.69
2016-01-17 11:00:00+00:00,7668.0,-9.0,0.00,70,3600.00
2016-01-17 12:00:00+00:00,7618.0,-8.6,0.00,70,3600.00
2016-01-17 13:00:00+00:00,7432.0,-8.4,0.00,68,3600.00
2016-01-17 14:00:00+00:00,7397.0,-8.8,0.00,72,3600.00
2016-01-17 15:00:00+00:00,7678.0,-9.8,0.00,79,3600.00
2016-01-17 16:00:00+00:00,8140.0,-11.1,0.00,81,461.16
